ndc,fei,registrant,country,anda,nda,bla,linkage_method,api_mfr
33342-191,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-206884,,,SPL_DUNS_FEI,
33342-192,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-206884,,,SPL_DUNS_FEI,
33342-193,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-206884,,,SPL_DUNS_FEI,
75929-217,3003065803,Patheon Manufacturing Services LLC,IT,,NDA020873,,SPL_DUNS_FEI,
0904-0428,3002806351,Hikma Pharmaceuticals LLC,JO,ANDA-062396,,,ADDRESS_MATCH,
72578-094,3006026405,Zydus Lifesciences Limited,IN,ANDA-214019,,,SPL_DUNS_FEI,
63187-707,1000282452,Teva Czech Industries s.r.o.,CZ,ANDA-076410,,,ADDRESS_MATCH,
63187-707,3002721084,Teva Pharmaceutical Industries Ltd.,IL,ANDA-076410,,,ADDRESS_MATCH,
63187-707,3005202697,Teva Pharmaceutical Industries Ltd.,IL,ANDA-076410,,,ADDRESS_MATCH,
42291-116,3005263655,"Amneal Pharmaceuticals of New York, LLC",US,ANDA-206392,,,ADDRESS_MATCH,
63629-8473,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-205794,,,SPL_DUNS_FEI,
0143-9247,3002320821,THYMOORGAN GMBH PHARMAZIE,DE,ANDA-076068,,,ADDRESS_MATCH,
0591-4101,3005719315,Watson Pharma Private Limited,IN,ANDA-207582,,,ADDRESS_MATCH,
0591-4102,3005719315,Watson Pharma Private Limited,IN,ANDA-207582,,,ADDRESS_MATCH,
0591-4103,3005719315,Watson Pharma Private Limited,IN,ANDA-207582,,,ADDRESS_MATCH,
0591-4104,3005719315,Watson Pharma Private Limited,IN,ANDA-207582,,,ADDRESS_MATCH,
0615-8449,3001611969,"Leading Pharma, LLC",US,ANDA-040702,,,SPL_DUNS_FEI,
71205-277,3006370533,Alkem Laboratories Limited,IN,ANDA-209234,,,SPL_DUNS_FEI,
49483-617,3006230648,MARKSANS PHARMA LIMITED,IN,ANDA-091416,,,SPL_DUNS_FEI,
49483-618,3006230648,MARKSANS PHARMA LIMITED,IN,ANDA-091416,,,SPL_DUNS_FEI,
49483-619,3006230648,MARKSANS PHARMA LIMITED,IN,ANDA-091416,,,SPL_DUNS_FEI,
0409-6557,1810189,Pfizer Inc,US,ANDA-085635,,,SPL_DUNS_FEI,
0904-6557,3002960808,Purdue Pharma L.P.,US,ANDA-074862,,,SPL_DUNS_FEI,
0904-6558,3002960808,Purdue Pharma L.P.,US,ANDA-074862,,,SPL_DUNS_FEI,
0904-6559,3002960808,Purdue Pharma L.P.,US,ANDA-074862,,,SPL_DUNS_FEI,
0904-6560,3002960808,Purdue Pharma L.P.,US,ANDA-074769,,,SPL_DUNS_FEI,
62135-815,3008897678,"Chartwell Pharmaceuticals Congers, LLC.",US,ANDA-065319,,,SPL_DUNS_FEI,
47335-890,3002809586,Sun Pharmaceutical Industries Limited,IN,ANDA-201742,,,SPL_DUNS_FEI,
47335-891,3002809586,Sun Pharmaceutical Industries Limited,IN,ANDA-201742,,,SPL_DUNS_FEI,
47335-892,3002809586,Sun Pharmaceutical Industries Limited,IN,ANDA-201742,,,SPL_DUNS_FEI,
47335-929,3002809586,Sun Pharmaceutical Industries Limited,IN,ANDA-201742,,,SPL_DUNS_FEI,
47335-930,3002809586,Sun Pharmaceutical Industries Limited,IN,ANDA-201742,,,SPL_DUNS_FEI,
47335-893,3002809586,Sun Pharmaceutical Industries Limited,IN,ANDA-201742,,,SPL_DUNS_FEI,
68071-3741,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-207211,,,SPL_DUNS_FEI,
68071-1527,3002807904,Pliva Hrvatska d.o.o.,HR,ANDA-065246,,,ADDRESS_MATCH,
70710-1209,3005430968,Zydus Lifesciences Limited,IN,ANDA-210117,,,SPL_DUNS_FEI,
70710-1210,3005430968,Zydus Lifesciences Limited,IN,ANDA-210117,,,SPL_DUNS_FEI,
70710-2009,3005430968,Zydus Lifesciences Limited,IN,ANDA-210117,,,SPL_DUNS_FEI,
62135-130,3008897678,"Chartwell Pharmaceuticals Congers, LLC.",US,ANDA-076665,,,SPL_DUNS_FEI,
62135-131,3008897678,"Chartwell Pharmaceuticals Congers, LLC.",US,ANDA-076665,,,SPL_DUNS_FEI,
62135-132,3008897678,"Chartwell Pharmaceuticals Congers, LLC.",US,ANDA-076665,,,SPL_DUNS_FEI,
62135-133,3008897678,"Chartwell Pharmaceuticals Congers, LLC.",US,ANDA-076665,,,SPL_DUNS_FEI,
68788-7523,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-208677,,,SPL_DUNS_FEI,
0228-3154,2211563,Actavis Elizabeth LLC,US,ANDA-091422,,,ADDRESS_MATCH,
0228-3155,2211563,Actavis Elizabeth LLC,US,ANDA-091422,,,ADDRESS_MATCH,
62207-440,3004097901,Granules India Ltd,IN,ANDA-090564,,,SPL_DUNS_FEI,
62207-441,3004097901,Granules India Ltd,IN,ANDA-090564,,,SPL_DUNS_FEI,
62207-442,3004097901,Granules India Ltd,IN,ANDA-090564,,,SPL_DUNS_FEI,
0409-1463,1021343,"Hospira, Inc.",US,ANDA-070914,,,SPL_DUNS_FEI,
0409-1464,1021343,"Hospira, Inc.",US,ANDA-070915,,,SPL_DUNS_FEI,
0409-1467,1021343,"Hospira, Inc.",US,ANDA-070918,,,SPL_DUNS_FEI,
68788-8419,3002808385,"Taro Pharmaceuticals U.S.A., Inc.",IL,ANDA-075673,,,SPL_DUNS_FEI,
71205-062,3002808384,"Taro Pharmaceuticals U.S.A., Inc.",CA,ANDA-203818,,,ADDRESS_MATCH,
50090-3579,3004097901,Granules India Ltd,IN,ANDA-090564,,,SPL_DUNS_FEI,
71205-171,3008127341,Sidmak Laboratories (India) Pvt.Ltd.,IN,ANDA-201722,,,SPL_DUNS_FEI,
16714-114,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-211721,,,SPL_DUNS_FEI,
72189-620,3004082076,"Unichem Laboratories Limited, India",IN,ANDA-210907,,,ADDRESS_MATCH,
72189-620,3005497507,"Unichem Laboratories Limited, India",IN,ANDA-210907,,,ADDRESS_MATCH,
63187-817,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-202929,,,SPL_DUNS_FEI,
10019-982,3002806414,Baxter Healthcare Corporation,DE,,NDA012141,,SPL_DUNS_FEI,TRUE
68071-5207,3004446312,Aurobindo Pharma Limited,IN,ANDA-201091,,,SPL_DUNS_FEI,
76420-264,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-212517,,,SPL_DUNS_FEI,
67046-1439,3012932394,Graviti Pharmaceuticals Private Limited,IN,ANDA-216629,,,SPL_DUNS_FEI,
76420-821,3010062344,WES PHARMA INC,US,ANDA-211610,,,SPL_DUNS_FEI,
70518-4194,2410662,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",US,,NDA021110,,SPL_DUNS_FEI,TRUE
70518-4194,3006785053,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",IE,,NDA021110,,SPL_DUNS_FEI,
42677-301,3006704412,"Shandong New Time Pharmaceutical Co., Ltd.",CN,ANDA-207375,,,ADDRESS_MATCH,
42677-302,3006704412,"Shandong New Time Pharmaceutical Co., Ltd.",CN,ANDA-207375,,,ADDRESS_MATCH,
73352-830,1000117147,"Actavis Laboratories UT, Inc.",US,ANDA-200675,,,ADDRESS_MATCH,
55154-4317,3005674517,Bora Pharmaceutical Laboratories Inc.,TW,ANDA-205231,,,ADDRESS_MATCH,
55154-4321,3005674517,Bora Pharmaceutical Laboratories Inc.,TW,ANDA-205231,,,ADDRESS_MATCH,
55154-2627,3005674517,Bora Pharmaceutical Laboratories Inc.,TW,ANDA-205231,,,ADDRESS_MATCH,
55289-202,3005719315,Watson Pharma Private Limited,IN,ANDA-063181,,,ADDRESS_MATCH,
69102-108,3010228235,"Torrent Pharma, Inc.",IN,ANDA-078858,,,SPL_DUNS_FEI,
69102-105,3010228235,"Torrent Pharma, Inc.",IN,ANDA-078858,,,SPL_DUNS_FEI,
69102-106,3010228235,"Torrent Pharma, Inc.",IN,ANDA-078858,,,SPL_DUNS_FEI,
69102-107,3010228235,"Torrent Pharma, Inc.",IN,ANDA-078858,,,SPL_DUNS_FEI,
70518-3442,3001237796,The Ritedose Corporation,US,ANDA-077839,,,SPL_DUNS_FEI,
50090-2106,1019820,Crown Laboratories,US,ANDA-088042,,,SPL_DUNS_FEI,
71930-019,3010062344,WES PHARMA INC,US,ANDA-210211,,,SPL_DUNS_FEI,
71930-020,3010062344,WES PHARMA INC,US,ANDA-210211,,,SPL_DUNS_FEI,
71930-021,3010062344,WES PHARMA INC,US,ANDA-210211,,,SPL_DUNS_FEI,
0116-4024,3009856628,"Halo Pharmaceutical Canada, Inc",CA,ANDA-088864,,,SPL_DUNS_FEI,
72578-171,3005430968,Zydus Lifesciences Limited,IN,ANDA-216282,,,SPL_DUNS_FEI,
72578-172,3005430968,Zydus Lifesciences Limited,IN,ANDA-216282,,,SPL_DUNS_FEI,
72578-168,3005430968,Zydus Lifesciences Limited,IN,ANDA-216282,,,SPL_DUNS_FEI,
72578-169,3005430968,Zydus Lifesciences Limited,IN,ANDA-216282,,,SPL_DUNS_FEI,
72578-170,3005430968,Zydus Lifesciences Limited,IN,ANDA-216282,,,SPL_DUNS_FEI,
0904-7156,3010014758,APPCO PHARMA LLC,US,ANDA-205245,,,SPL_DUNS_FEI,
0904-7126,3010014758,APPCO PHARMA LLC,US,ANDA-205245,,,SPL_DUNS_FEI,
72162-1924,3012257735,"Oxford Pharmaceuticals, LLC",US,ANDA-075388,,,SPL_DUNS_FEI,
70518-0209,3027620173,Sandoz Private Limited,IN,ANDA-087479,,,ADDRESS_MATCH,
70518-0209,3004944629,Sandoz Private Limited,IN,ANDA-087479,,,ADDRESS_MATCH,
50090-5846,3012257735,"Oxford Pharmaceuticals, LLC",US,ANDA-040489,,,SPL_DUNS_FEI,
31722-006,3013944676,Annora Pharma Private Limited,IN,ANDA-212239,,,SPL_DUNS_FEI,
43063-833,3004021229,Aurobindo Pharma Limited,IN,ANDA-078332,,,SPL_DUNS_FEI,
43063-833,3011255967,APL HEALTHCARE LIMITED,IN,ANDA-078332,,,SPL_DUNS_FEI,
64980-562,3012932394,Graviti Pharmaceuticals Private Limited,IN,ANDA-216629,,,SPL_DUNS_FEI,
64980-563,3012932394,Graviti Pharmaceuticals Private Limited,IN,ANDA-216629,,,SPL_DUNS_FEI,
64980-564,3012932394,Graviti Pharmaceuticals Private Limited,IN,ANDA-216629,,,SPL_DUNS_FEI,
43063-676,3007517881,Macleods Pharmaceuticals Limited,IN,ANDA-203814,,,SPL_DUNS_FEI,
71335-2168,3003999190,"Zhejiang Huahai Pharmaceutical Co., Ltd.",CN,ANDA-203071,,,SPL_DUNS_FEI,
0378-2096,3010453141,Viatris Inc.,IN,ANDA-091001,,,ADDRESS_MATCH,
0378-2097,3010453141,Viatris Inc.,IN,ANDA-091001,,,ADDRESS_MATCH,
0378-2098,3010453141,Viatris Inc.,IN,ANDA-091001,,,ADDRESS_MATCH,
0378-2099,3010453141,Viatris Inc.,IN,ANDA-091001,,,ADDRESS_MATCH,
72578-087,3006026405,Zydus Lifesciences Limited,IN,ANDA-208989,,,SPL_DUNS_FEI,
71335-0954,3013151303,Unique Pharmaceutical Laboratories (A Div. of JB Chemicals & Pharmaceuticals Ltd),IN,ANDA-077443,,,SPL_DUNS_FEI,
71335-0954,3003053502,Unique Pharmaceutical Laboratories (A Div. of JB Chemicals & Pharmaceuticals Ltd),IN,ANDA-077443,,,SPL_DUNS_FEI,
50090-7116,3008232264,Inventia Healthcare Limited.,IN,ANDA-201991,,,SPL_DUNS_FEI,
69367-354,3014008486,RENATA PLC,BD,ANDA-074453,,,ADDRESS_MATCH,
69367-355,3014008486,RENATA PLC,BD,ANDA-074453,,,ADDRESS_MATCH,
50090-6572,3009831799,LUPIN LIMITED,IN,ANDA-209713,,,SPL_DUNS_FEI,
71335-1818,3010062344,WES PHARMA INC,US,ANDA-211610,,,SPL_DUNS_FEI,
0574-0150,2127022,Padagis US LLC,US,ANDA-076379,,,ADDRESS_MATCH,
85509-1038,3009107538,LUPIN LIMITED,IN,ANDA-204132,,,ADDRESS_MATCH,
0121-0974,1036352,"VistaPharm, Inc.",US,ANDA-211884,,,ADDRESS_MATCH,
71205-390,3002806661,Changzhou Pharmaceutical Factory,CN,ANDA-207408,,,SPL_DUNS_FEI,
71205-475,3002806661,Changzhou Pharmaceutical Factory,CN,ANDA-207408,,,SPL_DUNS_FEI,
50090-7462,3004672766,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-079019,,,SPL_DUNS_FEI,
72162-2117,3002808376,Apotex Inc.,CA,ANDA-076140,,,ADDRESS_MATCH,
0093-1087,2245641,Teva Pharmaceuticals USA Inc.,US,ANDA-065058,,,ADDRESS_MATCH,
63629-8683,3001904238,Padagis Israel Pharmaceuticals Ltd,IL,ANDA-076067,,,ADDRESS_MATCH,
69452-351,3004540907,Bionpharma Inc.,IN,ANDA-078163,,,SPL_DUNS_FEI,
42806-562,2431929,"Epic Pharma, LLC",US,ANDA-085472,,,SPL_DUNS_FEI,
42806-563,2431929,"Epic Pharma, LLC",US,ANDA-085475,,,SPL_DUNS_FEI,
27808-130,3004712471,Tris Pharma Inc,US,ANDA-201295,,,ADDRESS_MATCH,
42806-081,2431929,"Epic Pharma, LLC",US,ANDA-090346,,,SPL_DUNS_FEI,
60505-0593,3001617666,Apotex Inc.,CA,ANDA-203431,,,ADDRESS_MATCH,
50090-5960,3013354357,The ACME Laboratories Ltd.,BD,ANDA-201845,,,SPL_DUNS_FEI,
60687-738,1036352,"VistaPharm, Inc.",US,ANDA-211884,,,ADDRESS_MATCH,
69238-1154,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-208803,,,SPL_DUNS_FEI,
69238-1154,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-208803,,,SPL_DUNS_FEI,
21922-007,3005669319,Encube Ethicals Pvt. Ltd.,IN,ANDA-211047,,,SPL_DUNS_FEI,
70121-1033,3010254278,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-206699,,,SPL_DUNS_FEI,
70121-1034,3010254278,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-206699,,,SPL_DUNS_FEI,
70121-1035,3010254278,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-206699,,,SPL_DUNS_FEI,
70121-1036,3010254278,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-206699,,,SPL_DUNS_FEI,
70518-4406,1510690,West-Ward Columbus Inc.,US,ANDA-203433,,,SPL_DUNS_FEI,
70518-4406,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-203433,,,SPL_DUNS_FEI,
51655-566,3004097901,Granules India Ltd,IN,ANDA-090564,,,SPL_DUNS_FEI,
0168-0204,2410271,Fougera Pharmaceuticals Inc.,US,ANDA-080198,,,ADDRESS_MATCH,
69367-262,3011640199,Yiling Pharmaceutical Ltd,CN,ANDA-209553,,,ADDRESS_MATCH,
69367-263,3011640199,Yiling Pharmaceutical Ltd,CN,ANDA-209553,,,ADDRESS_MATCH,
40032-024,3006271438,Novel Laboratories Inc,US,ANDA-206792,,,SPL_DUNS_FEI,
72189-150,2000021110,"CSPC Ouyi Pharmaceutical Co., Ltd.",CN,ANDA-078321,,,SPL_DUNS_FEI,
72189-064,3006230648,MARKSANS PHARMA LIMITED,IN,ANDA-090295,,,SPL_DUNS_FEI,
65219-226,3002851530,Fresenius Kabi Deutschland GmbH,DE,ANDA-208122,,,SPL_DUNS_FEI,
65219-226,3002608066,HP Halden Pharma AS,NO,ANDA-208122,,,SPL_DUNS_FEI,
65219-228,3002851530,Fresenius Kabi Deutschland GmbH,DE,ANDA-208122,,,SPL_DUNS_FEI,
65219-228,3002608066,HP Halden Pharma AS,NO,ANDA-208122,,,SPL_DUNS_FEI,
65219-230,3002851530,Fresenius Kabi Deutschland GmbH,DE,ANDA-208122,,,SPL_DUNS_FEI,
65219-230,3002608066,HP Halden Pharma AS,NO,ANDA-208122,,,SPL_DUNS_FEI,
65219-232,3002851530,Fresenius Kabi Deutschland GmbH,DE,ANDA-208122,,,SPL_DUNS_FEI,
65219-232,3002608066,HP Halden Pharma AS,NO,ANDA-208122,,,SPL_DUNS_FEI,
70247-018,3011922870,Qingdao BAHEAL Pharmaceutical CoLtd,CN,ANDA-209993,,,SPL_DUNS_FEI,
70247-019,3011922870,Qingdao BAHEAL Pharmaceutical CoLtd,CN,ANDA-209993,,,SPL_DUNS_FEI,
42708-168,3007549629,LUPIN LIMITED,IN,ANDA-078103,,,SPL_DUNS_FEI,
42708-168,3004819820,LUPIN LIMITED,IN,ANDA-078103,,,SPL_DUNS_FEI,
50090-7618,3005977675,Ipca Laboratories Limited,IN,ANDA-078955,,,SPL_DUNS_FEI,
71335-9686,3003999190,"Zhejiang Huahai Pharmaceutical Co., Ltd.",CN,ANDA-207804,,,SPL_DUNS_FEI,
67296-1919,3005183272,ELYSIUM PHARMACEUTICALS LIMITED,IN,ANDA-202075,,,SPL_DUNS_FEI,
67296-1919,3005183272,ELYSIUM PHARMACEUTICALS LTD,IN,ANDA-202075,,,SPL_DUNS_FEI,
68308-745,1053439,"Cosette Pharmaceuticals NC Laboratories, LLC",US,ANDA-208662,,,SPL_DUNS_FEI,
63629-8833,3002808376,Apotex Inc.,CA,ANDA-076341,,,SPL_DUNS_FEI,
66267-964,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-075682,,,SPL_DUNS_FEI,
63629-9198,3006370524,Alkem Laboratories Limited,IN,ANDA-090836,,,SPL_DUNS_FEI,
66267-212,3004672766,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-078906,,,SPL_DUNS_FEI,
68071-3626,3004995645,LUPIN LIMITED,IN,ANDA-077670,,,SPL_DUNS_FEI,
68071-3626,3004819820,LUPIN LIMITED,IN,ANDA-077670,,,SPL_DUNS_FEI,
68071-3626,3007549629,LUPIN LIMITED,IN,ANDA-077670,,,SPL_DUNS_FEI,
50742-193,3008768274,COHANCE LIFESCIENCES LIMITED,IN,ANDA-208937,,,SPL_DUNS_FEI,
42385-946,3011538548,LAURUS LABS LIMITED,IN,ANDA-213200,,,SPL_DUNS_FEI,
0054-0748,1510690,West-Ward Columbus Inc.,US,ANDA-040204,,,SPL_DUNS_FEI,
0054-0748,1510690,Hikma Pharmaceuticals USA Inc.,US,ANDA-040204,,,SPL_DUNS_FEI,
50268-656,3002949099,Dr. Reddy's Laboratories Limited,IN,ANDA-075576,,,SPL_DUNS_FEI,
60219-1264,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-209093,,,SPL_DUNS_FEI,
60219-1264,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-209093,,,SPL_DUNS_FEI,
60219-1265,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-209093,,,SPL_DUNS_FEI,
60219-1265,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-209093,,,SPL_DUNS_FEI,
60219-1266,3008223599,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-209093,,,SPL_DUNS_FEI,
60219-1266,3010661577,"Amneal Pharmaceuticals of New York, LLC",IN,ANDA-209093,,,SPL_DUNS_FEI,
0904-7248,3006370533,Alkem Laboratories Limited,IN,ANDA-214753,,,SPL_DUNS_FEI,
71335-9762,3009993897,"NEOLPHARMA, INC.",US,,NDA021342,,SPL_DUNS_FEI,
63629-1179,3010062344,WES PHARMA INC,US,ANDA-207509,,,ADDRESS_MATCH,
63629-1181,3010062344,WES PHARMA INC,US,ANDA-207509,,,ADDRESS_MATCH,
63629-1184,3010062344,WES PHARMA INC,US,ANDA-207509,,,ADDRESS_MATCH,
72789-425,3005259207,Piramal Pharma Limited,IN,ANDA-073556,,,SPL_DUNS_FEI,
51655-731,3005497507,"Unichem Laboratories Limited, India",IN,ANDA-077927,,,ADDRESS_MATCH,
72162-1528,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-203561,,,SPL_DUNS_FEI,
71610-413,3004021229,Aurobindo Pharma Limited,IN,ANDA-077031,,,SPL_DUNS_FEI,
50090-7561,3004082076,"Unichem Laboratories Limited, India",IN,ANDA-213136,,,ADDRESS_MATCH,
0406-5124,3005275960,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
0406-5124,1317295,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
0406-5125,3005275960,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
0406-5125,1317295,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
0406-5126,3005275960,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
0406-5126,1317295,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
0406-5127,3005275960,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
0406-5127,1317295,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
0406-5128,3005275960,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
0406-5128,1317295,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
0406-5129,3005275960,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
0406-5129,1317295,SpecGx LLC,US,ANDA-218850,,,SPL_DUNS_FEI,
10702-045,3005117563,"KVK-TECH, INC.",US,ANDA-091042,,,SPL_DUNS_FEI,
10702-077,3005117563,"KVK-TECH, INC.",US,ANDA-091042,,,SPL_DUNS_FEI,
10702-078,3005117563,"KVK-TECH, INC.",US,ANDA-091042,,,SPL_DUNS_FEI,
63629-8614,2450054,L. Perrigo Company,US,ANDA-076592,,,ADDRESS_MATCH,
68071-2295,3010163919,"Humanwell PuraCap Pharmaceuticals (Wuhan) Co., Ltd",CN,ANDA-204276,,,SPL_DUNS_FEI,
70771-1119,3002984011,Zydus Lifesciences Limited,IN,ANDA-090961,,,SPL_DUNS_FEI,
70771-1120,3002984011,Zydus Lifesciences Limited,IN,ANDA-090961,,,SPL_DUNS_FEI,
63629-8879,3002960808,Purdue Pharma L.P.,US,ANDA-201278,,,SPL_DUNS_FEI,
71930-026,3010062344,WES PHARMA INC,US,ANDA-211170,,,SPL_DUNS_FEI,
70518-0426,3002984011,Zydus Lifesciences Limited,IN,ANDA-077614,,,SPL_DUNS_FEI,
70518-0426,3005430968,Zydus Lifesciences Limited,IN,ANDA-077614,,,SPL_DUNS_FEI,
65897-0009,3003995556,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd",CN,ANDA-210929,,,SPL_DUNS_FEI,
65897-0010,3003995556,"Hangzhou Zhongmei Huadong Pharmaceutical Co., Ltd",CN,ANDA-210929,,,SPL_DUNS_FEI,
51407-324,3005508367,Laboratorios Liconsa SAU,ES,ANDA-203203,,,SPL_DUNS_FEI,
42571-264,3009310198,Micro Labs Limited,IN,ANDA-209051,,,SPL_DUNS_FEI,
84549-639,3008565058,"Glenmark Pharmaceuticals Inc., USA",IN,ANDA-206391,,,SPL_DUNS_FEI,
31722-284,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
31722-285,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
31722-286,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
31722-287,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
31722-288,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
31722-289,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
31722-290,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
31722-291,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
31722-292,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
31722-293,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
31722-294,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
31722-295,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-215259,,,SPL_DUNS_FEI,
68788-8173,1017687,"PAI Holdings, LLC",US,ANDA-074522,,,ADDRESS_MATCH,
55292-702,3003683714,Kedrion Biopharma Inc.,US,,,BLA101246,SPL_DUNS_FEI,
55292-702,3003469991,PCAS Finland Oy,FI,,,BLA101246,SPL_DUNS_FEI,TRUE
71335-1984,3008298016,"ScieGen Pharmaceuticals, INC.",US,ANDA-205794,,,SPL_DUNS_FEI,
63629-2428,3013354357,The ACME Laboratories Ltd.,BD,ANDA-201170,,,SPL_DUNS_FEI,
0404-9935,2016148,"International Medication Systems, Ltd.",US,ANDA-083722,,,SPL_DUNS_FEI,
63187-811,3005719315,Watson Pharma Private Limited,IN,ANDA-074223,,,ADDRESS_MATCH,
14445-153,3006644152,Indoco Remedies Limited,IN,ANDA-219106,,,SPL_DUNS_FEI,
14445-154,3006644152,Indoco Remedies Limited,IN,ANDA-219106,,,SPL_DUNS_FEI,
84659-9040,3032305353,Yunnan Yuyao Biopharmaceutical CoLtd,CN,,,,SPL_DUNS_FEI,
50090-5299,3005430968,Zydus Lifesciences Limited,IN,ANDA-208963,,,ADDRESS_MATCH,
43602-551,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-217068,,,SPL_DUNS_FEI,
43602-552,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-217068,,,SPL_DUNS_FEI,
43602-553,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-217068,,,SPL_DUNS_FEI,
43602-554,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-217068,,,SPL_DUNS_FEI,
43602-555,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-217068,,,SPL_DUNS_FEI,
43602-556,3009518416,Ascent Pharmaceuticals Inc,US,ANDA-217068,,,SPL_DUNS_FEI,
65862-637,3007373532,Aurobindo Pharma Limited,IN,ANDA-203081,,,SPL_DUNS_FEI,
65862-638,3007373532,Aurobindo Pharma Limited,IN,ANDA-203081,,,SPL_DUNS_FEI,
65862-639,3007373532,Aurobindo Pharma Limited,IN,ANDA-203081,,,SPL_DUNS_FEI,
43063-697,1000135190,"Carlsbad Technology, Inc.",US,ANDA-077911,,,SPL_DUNS_FEI,
68788-8432,3007373532,Aurobindo Pharma Limited,IN,ANDA-202759,,,SPL_DUNS_FEI,
72578-212,3003670128,SQUARE PHARMACEUTICALS PLC.,BD,ANDA-218830,,,SPL_DUNS_FEI,
72578-213,3003670128,SQUARE PHARMACEUTICALS PLC.,BD,ANDA-218830,,,SPL_DUNS_FEI,
55700-669,3004097901,Granules India Ltd,IN,ANDA-090564,,,SPL_DUNS_FEI,
55154-4696,3002808385,"Taro Pharmaceuticals U.S.A., Inc.",IL,ANDA-040301,,,ADDRESS_MATCH,
50771-201,3008309828,"Yaopharma Co., Ltd.",CN,ANDA-207219,,,SPL_DUNS_FEI,
50771-203,3008309828,"Yaopharma Co., Ltd.",CN,ANDA-207219,,,SPL_DUNS_FEI,
50771-202,3008309828,"Yaopharma Co., Ltd.",CN,ANDA-207219,,,SPL_DUNS_FEI,
50090-1001,3007027193,"Par Health USA, LLC",IN,ANDA-040256,,,SPL_DUNS_FEI,
50090-1001,1038197,Prinston Pharmaceutical Inc.,US,ANDA-040256,,,SPL_DUNS_FEI,
